IE4UFYCM, Full Time Employee, 1995-03-21,27, 2022-07-26, 2022-09-01, Career change,Voluntary, Male, Divorced, M6, SML,95351.34, Denmark, Aalborg, Sales & Marketing, DM1, Jewish, Danish, 
GUMR16BJ, Full Time Employee, 1973-03-14,49, 1996-06-10, , ,, Male, Divorced, M5, SML,76553.71, Belgium, Antwerp, Production, BL3, Athiest, Belgian, 
R9Q1DP0S, Full Time Employee, 1989-05-26,33, 2022-02-07, , ,, Female, Married, M1, JML,35449.64, China, Beijing, Customer Service, CN4, Buddhism, Han Chinese, 
5OLAOPBJ, Full Time Employee, 1993-08-05,29, 2021-08-05, , ,, Male, Divorced, M1, JML,35446.48, Italy, Naples, Engineering, IT2, Christianity, Italian, 
JLLDZ5HE, Full Time Employee, 1993-12-08,29, 2016-10-15, , ,, Female, Married, M1, JML,35447.84, India, Chennai, Sales & Marketing, IN1, Islam, Indo-Aryan, 
OPUHGXH5, Full Time Employee, 1983-12-19,39, 2004-05-07, , ,, Female, Separated, M1, JML,35450.79, Netherlands, Amsterdam, Customer Service, NL1, Jewish, Dutch, 
4787KFSX, Full Time Employee, 1975-07-28,47, 2015-01-20, , ,, Female, Widowed, M3, MML,53050.7, Belgium, Antwerp, Logistics, BL3, Athiest, Moroccan, 
SR8HXCI0, Full Time Employee, 1991-10-10,31, 2012-02-28, , ,, Third gender, Divorced, M2, JML,43199.17, Belgium, Ghent, Engineering, BL2, Islam, Belgian, 
25C6YWCQ, Full Time Employee, 1984-07-19,38, 2020-10-18, , ,, Female, Single, M3, MML,53050.98, Indonesia, Bandung, Production, IA3, Christianity, Javanese, 
Q2ROGZU8, Full Time Employee, 1979-08-13,43, 2006-03-19, 2010-02-13, Career change,Voluntary, Female, Single, M4, MML,61548.82, Netherlands, Rotterdam, Engineering, NL4, Athiest, Dutch, 
NZ40CHXN, Full Time Employee, 1987-11-17,35, 2013-06-01, , ,, Male, Married, M4, MML,61549.76, India, Bangalore, Engineering, IN4, Hinduism, Dravidian, 
SNZ5EP6T, Full Time Employee, 1999-06-13,23, 2019-08-09, 2020-10-06, Relocation,Voluntary, Female, Married, M4, MML,61550.76, Belgium, Brussels, Production, BL2, Islam, Dutch, 
E42497V1, Fixed Term Contractual Employee, 1990-04-17,32, 2020-10-17, , ,, Female, Divorced, M2, JML,43200.15, Italy, Naples, Sales & Marketing, IT3, Christianity, Italian, Slovene-Italian
ZUMY7T4A, Full Time Employee, 1993-06-17,29, 2012-10-28, , ,, Male, Divorced, M2, JML,43200.67, United Kingdom, York, Sales & Marketing, UK1, Hindu, White, 
7SCHF6YW, Full Time Employee, 1972-02-11,51, 2007-05-25, , ,, Male, Married, M1, JML,35449.13, Netherlands, Eindhoven, HR, NL3, Athiest, Dutch, 
BY4RE1DQ, Fixed Term Contractual Employee, 1987-05-31,35, 2008-06-11, , ,, Male, Separated, M3, MML,53047.4, United States, Boston, Engineering, US3, Athiest, White, 
QUX8EESD, Full Time Employee, 1981-07-22,41, 2013-08-31, , ,, Male, Divorced, M6, SML,95352.14, United Kingdom, Warwick, Packing, UK3, Christianity, White, 
WGEV7SGP, Full Time Employee, 1980-01-10,43, 2016-08-08, , ,, Female, Separated, M4, MML,61549.32, United States, Boise, Procurement, US5, Christianity, Amerindian, 
97S66F5S, Full Time Employee, 1964-01-22,59, 1998-08-23, 2004-10-22, Return to school,Voluntary, Male, Married, M2, JML,43197.79, United States, New York, Engineering, US2, Jewish, White, 
AJ2EHKDM, Full Time Employee, 1963-05-09,59, 2004-01-04, , ,, Female, Widowed, M3, MML,53052.78, China, Shanghai, Sales & Marketing, CN6, Taoism, Han Chinese, 
AE9BRLL0, Full Time Employee, 1972-11-14,50, 2020-06-23, , ,, Male, Separated, M2, JML,43201.3, India, Chennai, Engineering, IN2, Buddhism, Indo-Aryan, 
QQRUNE2U, Full Time Employee, 1990-11-11,32, 2015-07-05, , ,, Female, Widowed, M4, MML,61550.48, Italy, Rome, Production, IT2, Islam, Italian, 
IWJVYKJ3, Full Time Employee, 1992-06-23,30, 2012-12-18, , ,, Female, Single, M6, SML,95349.99, United Kingdom, Warwick, Sales & Marketing, UK3, Christianity, White, 
I1WH57EI, Full Time Employee, 1985-02-25,38, 2011-04-27, , ,, Female, Single, M1, JML,35449.55, India, Chennai, Production, IN3, Hinduism, Dravidian, 
IE8M9K9H, Full Time Employee, 1983-12-21,39, 2020-01-21, , ,, Male, Single, M2, JML,43201.04, Italy, Nice, Engineering, IT1, Jewish, Slovene-Italian, 
9HLNEOEL, Full Time Employee, 1969-08-17,53, 1988-03-16, , ,, Male, Single, M3, MML,53049.12, Italy, Rome, Logistics, IT2, Jewish, Italian, 
LJNRG3VN, Full Time Employee, 2004-01-21,19, 2022-10-03, , ,, Female, Widowed, M1, JML,35447.62, Belgium, Ghent, R&D, BL1, Islam, Belgian, 
BYZKH2B7, Full Time Employee, 1971-12-05,51, 1994-10-22, 2011-08-11, Relocation,Voluntary, Male, Separated, EC, TML,128098.74, United States, Boston, Production, US2, Christianity, White, 
ZAR5OGE5, Full Time Employee, 1972-08-27,50, 2013-12-17, , ,, Female, Married, M2, JML,43198.96, India, Chennai, Engineering, IN2, Sikhism, Indo-Aryan, 
I6JNMZ9E, Fixed Term Contractual Employee, 1973-06-21,49, 1995-08-13, , ,, Male, Divorced, M1, JML,35453.58, Netherlands, Amsterdam, Production, NL4, Christianity, EU(excluding Dutch), 
JTLUHWNQ, Full Time Employee, 1987-01-19,36, 2012-08-11, , ,, Female, Single, M2, JML,43199.87, United States, Boston, Production, US6, Islam, White, 
NLZ3MYA2, Full Time Employee, 1979-03-01,44, 2006-11-30, , ,, Male, Single, N2, NML,32751.23, United Kingdom, London, Stores, UK5, Jewish, White, 
CKLDJ6BL, Full Time Employee, 1973-01-18,50, 2022-02-15, , ,, Male, Divorced, M5, SML,76551.57, India, Delhi, Engineering, IN2, Sikhism, Dravidian, 
LVIX33KP, Full Time Employee, 1989-08-27,33, 2017-07-20, , ,, Female, Single, M7, TML,106449.47, China, Beijing, Procurement, CN3, Christianity, Han Chinese, 
QVR0MTBS, Full Time Employee, 1973-05-09,49, 2018-12-01, , ,, Male, Widowed, M5, SML,76550.11, Belgium, Brussels, Engineering, BL1, Athiest, Belgian, 
VHDZC01X, Full Time Employee, 2001-12-18,21, 2020-01-15, , ,, Male, Widowed, M1, JML,35449.53, India, Vizag, Customer Service, IN2, Sikhism, Dravidian, 
ZWHZQURM, Full Time Employee, 1967-08-23,55, 2016-10-18, , ,, Female, Widowed, M3, MML,53049.46, United States, New York, Production, US4, Islam, Amerindian, 
OK1KEMLU, Full Time Employee, 1986-06-02,36, 2009-04-18, , ,, Male, Married, M2, JML,43199.73, Denmark, Copenhagen, Production, DM2, Christianity, Danish, 
6DPHA9PK, Full Time Employee, 1967-08-21,55, 1989-01-17, , ,, Female, Widowed, M2, JML,43198.27, Indonesia, Bandung, Engineering, IA3, Hinduism, Javanese, 
GMAP10H1, Casual Employee, 1982-12-17,40, 2021-01-18, , ,, Male, Divorced, M2, JML,43199.98, India, Vizag, Engineering, IN1, Islam, Dravidian, 
6R4598W5, Full Time Employee, 1996-02-08,27, 2020-03-23, , ,, Male, Single, M3, MML,53049.1, Netherlands, Rotterdam, Production, NL4, Christianity, Dutch, 
9E7YWCNV, Temporary Employee, 1988-06-12,34, 2007-07-20, , ,, Male, Single, M5, SML,76552.67, Indonesia, Surabaya, Production, IA2, Islam, Javanese, 
FPS7TV3A, Full Time Employee, 2002-06-25,20, 2021-07-22, 2022-07-12, Relocation,Voluntary, Male, Widowed, M3, MML,53052.38, Indonesia, Bandung, Customer Service, IA1, Hinduism, Javanese, 
GCE6P6XB, Fixed Term Contractual Employee, 1964-02-14,59, 1989-04-02, 2011-04-25, Career change,Voluntary, Male, Single, M1, JML,35448.88, United States, Boston, Production, US5, Islam, White, 
OEN9FXQF, Full Time Employee, 2004-03-04,18, 2022-04-25, , ,, Female, Separated, M1, JML,35448.3, United Kingdom, Warwick, Sales & Marketing, UK4, Jewish, White, 
R99NSATC, Full Time Employee, 2003-09-12,19, 2021-10-06, 2022-06-25, Medical issues,Voluntary, Male, Widowed, M2, JML,43202.22, Italy, Nice, Customer Service, IT1, Jewish, Italian, 
7SBOUY9R, Full Time Employee, 2002-11-27,20, 2022-03-01, , ,, Female, Widowed, M1, JML,35450.99, Italy, Nice, Engineering, IT1, Athiest, Italian, 
KR6QETP3, Full Time Employee, 1982-12-21,40, 2016-01-12, , ,, Male, Widowed, M2, JML,43202.87, Indonesia, Jakarta, Engineering, IA2, Hinduism, Sundanese, 
U7CXRK4X, Temporary Employee, 1971-06-01,51, 1989-08-14, , ,, Male, Widowed, M3, MML,53052.05, Netherlands, Eindhoven, Customer Service, NL1, Jewish, Dutch, 
HZONR1UC, Full Time Employee, 1984-08-17,38, 2015-05-01, , ,, Male, Single, M2, JML,43203.91, China, Peking, Engineering, CN6, Christianity, Han Chinese, 
7KNY17OA, Full Time Employee, 1979-12-27,43, 2019-02-19, , ,, Female, Separated, M5, SML,76551.2, United States, Phoenix, Production, US6, Christianity, White, 
Z6PVOXXG, Full Time Employee, 1997-03-22,25, 2017-10-23, , ,, Female, Divorced, N2, NML,32751.29, United Kingdom, London, Engineering, UK2, Islam, Black British, 
QY65MOEN, Casual Employee, 1981-12-01,41, 2001-05-10, , ,, Female, Single, M3, MML,53053.73, Denmark, Esbjerg, Production, DM3, Athiest, Danish, 
AFBTM0QH, Full Time Employee, 1979-11-24,43, 1998-10-15, , ,, Female, Separated, M1, JML,35452.82, China, Chengdu, Production, CN6, Buddhism, Han Chinese, 
SFE8OVUW, Full Time Employee, 1994-07-08,28, 2013-11-05, , ,, Female, Divorced, N2, NML,32752.13, Italy, Naples, Engineering, IT1, Jewish, Italian, 
53IA8TTB, Full Time Employee, 1989-02-25,34, 2019-10-10, , ,, Female, Divorced, M6, SML,95350.6, United States, Boise, Sales & Marketing, US6, Christianity, White, 
I5KJOCUR, Full Time Employee, 2002-06-04,20, 2022-01-25, , ,, Male, Married, M5, SML,76549.52, United Kingdom, London, Customer Service, UK5, Jewish, White, 
7Z26W7AA, Full Time Employee, 2001-08-03,21, 2022-03-05, , ,, Male, Divorced, M3, MML,53049, India, Hyderabad, Packing, IN2, Jainism, Indo-Aryan, 
FTWC1VMZ, Full Time Employee, 1996-04-19,26, 2017-05-23, , ,, Male, Separated, M1, JML,35449.63, Netherlands, Eindhoven, Sales & Marketing, NL3, Islam, Turkish, 
ALJPNEOK, Full Time Employee, 1987-12-15,35, 2009-09-27, , ,, Female, Divorced, M5, SML,76551.17, China, Chongqing, Engineering, CN4, Christianity, Han Chinese, 
L2FBIXP4, Full Time Employee, 1970-01-01,53, 1998-01-24, , ,, Male, Separated, M1, JML,35451.46, Italy, Naples, Production, IT3, Islam, Italian, Greek-Italian
EBHLNXLX, Full Time Employee, 1999-02-17,24, 2019-02-13, , ,, Male, Separated, M4, MML,61544.13, Netherlands, Amsterdam, Sales & Marketing, NL3, Christianity, Dutch, 
ATBLYGNS, Full Time Employee, 1980-12-24,42, 2012-09-26, , ,, Male, Married, M2, JML,43201.18, China, Chengdu, Sales & Marketing, CN2, Taoism, Han Chinese, 
V3PHUJV9, Fixed Term Contractual Employee, 1980-08-20,42, 2022-05-28, , ,, Male, Widowed, M2, JML,43201.64, Indonesia, Bandung, R&D, IA3, Christianity, Javanese, 
6AJMHBAU, Full Time Employee, 2001-10-28,21, 2020-02-15, , ,, Female, Divorced, M2, JML,43201.97, India, Delhi, Engineering, IN2, Islam, Indo-Aryan, 
YGXBXCDF, Full Time Employee, 1979-01-11,44, 2010-10-17, , ,, Male, Divorced, M4, MML,61553.27, United States, Phoenix, Engineering, US6, Christianity, African-American, 
GOUL7YAP, Casual Employee, 1980-07-03,42, 2012-09-05, , ,, Male, Widowed, M1, JML,35447.51, United States, Boise, Sales & Marketing, US3, Islam, White, 
3NUCPOVY, Full Time Employee, 1971-12-31,51, 2014-09-03, , ,, Male, Married, M2, JML,43200.18, Italy, Florence, Production, IT3, Christianity, Italian, 
XIN12S4T, Full Time Employee, 1992-04-01,30, 2013-11-03, , ,, Female, Widowed, M4, MML,61548.5, Belgium, Ghent, Engineering, BL2, Christianity, Moroccan, 
G2ITG8WF, Full Time Employee, 2004-01-20,19, 2022-11-05, , ,, Male, Single, M2, JML,43201.93, Netherlands, Amsterdam, Procurement, NL4, Jewish, Dutch, 
B7EZEHDN, Full Time Employee, 1975-03-12,47, 2008-09-30, 2019-06-14, Performance,Involuntary, Male, Widowed, M5, SML,76550.82, China, Guangzhou, Engineering, CN1, Athiest, Han Chinese, 
QOKOLCN8, Wage Boarder, 1997-09-20,25, 2015-11-01, , ,, Male, Widowed, M2, JML,43197.18, India, Bangalore, Sales & Marketing, IN1, Islam, Indo-Aryan, 
Z0REI6CN, Full Time Employee, 1966-06-20,56, 1993-04-13, 2005-04-13, Return to school,Voluntary, Female, Separated, M3, MML,53053.08, Netherlands, Rotterdam, Procurement, NL2, Jewish, EU(excluding Dutch), 
CEGHGLPK, Full Time Employee, 1983-04-13,39, 2004-11-18, 2020-03-10, Career change,Voluntary, Male, Divorced, M2, JML,43201.52, China, Guangzhou, Production, CN3, Christianity, Han Chinese, 
BQGJK160, Full Time Employee, 1970-01-15,53, 1996-03-16, , ,, Male, Married, M5, SML,76552.59, Denmark, Copenhagen, Sales & Marketing, DM1, Christianity, Danish, 
AFQ21H3S, Full Time Employee, 1979-12-23,43, 2000-06-14, , ,, Male, Divorced, M5, SML,76547.89, United States, Phoenix, Engineering, US2, Islam, White, 
YFNGDIFJ, Full Time Employee, 1962-07-13,60, 2007-07-09, , ,, Female, Widowed, N2, NML,32749.52, Belgium, Antwerp, Customer Service, BL1, Athiest, Belgian, 
EKLAGR9W, Full Time Employee, 1975-06-19,47, 2000-11-25, , ,, Male, Separated, M5, SML,76549.77, China, Beijing, Sales & Marketing, CN3, Athiest, Han Chinese, 
CVX3G4FH, Full Time Employee, 1975-10-19,47, 1993-12-21, , ,, Female, Single, M1, JML,35450.62, United States, Boise, Production, US1, Jewish, White, 
VQHOAS1L, Full Time Employee, 1982-01-07,41, 2003-10-26, 2009-11-04, Personal Reasons,Voluntary, Male, Separated, M7, TML,106447.56, Indonesia, Surabaya, Engineering, IA3, Islam, Javanese, 
K7C8KWTI, Full Time Employee, 1977-05-14,45, 2013-03-06, , ,, Male, Married, M1, JML,35449.42, United Kingdom, York, Sales & Marketing, UK2, Jewish, White, 
AE0KDCOM, Full Time Employee, 2003-11-07,19, 2022-01-13, 2022-05-15, Medical issues,Voluntary, Female, Widowed, M4, MML,61548.41, China, Chongqing, Engineering, CN5, Christianity, Han Chinese, 
66DNWCEA, Full Time Employee, 2002-06-16,20, 2021-01-31, , ,, Female, Divorced, M3, MML,53049.49, Netherlands, Amsterdam, Engineering, NL3, Christianity, Dutch, 
JXAQCYBW, Full Time Employee, 1977-04-28,45, 2005-02-01, , ,, Female, Divorced, M1, JML,35450.23, Indonesia, Jakarta, Sales & Marketing, IA2, Christianity, Malay, 
CA9CMVMV, Temporary Employee, 1970-09-20,52, 1997-01-26, 2019-04-08, Performance,Involuntary, Male, Single, M1, JML,35451.09, China, Peking, Engineering, CN1, Christianity, Han Chinese, 
V45IFYZ2, Full Time Employee, 1964-12-31,58, 1992-10-29, , ,, Male, Divorced, M3, MML,53050.46, United States, Boise, HR, US3, Jewish, Amerindian, 
GY12055R, Full Time Employee, 1973-02-25,50, 2017-09-02, , ,, Male, Separated, M2, JML,43200.72, United Kingdom, York, Production, UK5, Jewish, White, 
ZTR7VOJY, Full Time Employee, 1975-08-17,47, 2022-05-24, , ,, Female, Married, M1, JML,35449.52, Indonesia, Bandung, Production, IA2, Islam, Javanese, 
MSO2KID3, Temporary Employee, 1998-04-01,24, 2020-01-19, , ,, Male, Single, M1, JML,35448.52, United States, Boston, Engineering, US3, Jewish, African-American, 
VAYKJB5M, Full Time Employee, 1993-07-27,29, 2022-10-13, , ,, Male, Divorced, M1, JML,35447.36, Denmark, Esbjerg, Customer Service, DM3, Islam, Danish, 
T09CVGEY, Full Time Employee, 2000-06-10,22, 2022-05-21, , ,, Male, Married, M2, JML,43200.92, India, Bangalore, R&D, IN2, Buddhism, Dravidian, 
NRHIVTM8, Full Time Employee, 1970-06-13,52, 1992-12-22, , ,, Female, Widowed, N2, NML,32747.51, United Kingdom, Portsmouth, Engineering, UK4, Jewish, White, 
NCC61K9E, Full Time Employee, 1980-04-11,42, 2007-06-12, , ,, Male, Married, M7, TML,106451.31, United States, Boise, Engineering, US4, Athiest, White, 
DR3QS884, Full Time Employee, 1991-04-04,31, 2011-11-01, , ,, Female, Divorced, M1, JML,35449.53, Denmark, Copenhagen, Customer Service, DM3, Athiest, Danish, 
M528BIM8, Full Time Employee, 2002-09-04,20, 2021-02-04, , ,, Male, Separated, EC, TML,128102, Indonesia, Surabaya, Customer Service, IA1, Christianity, Javanese, 
NPYEZ9HU, Full Time Employee, 1998-07-22,24, 2020-04-01, , ,, Female, Widowed, N2, NML,32753.01, China, Guangzhou, Engineering, CN3, Islam, Han Chinese, 
Z2Q4M0Y6, Full Time Employee, 1975-11-15,47, 2019-04-21, 2019-07-05, AWOL,Involuntary, Male, Married, M2, JML,43198.72, United Kingdom, London, Customer Service, UK4, Jewish, White, 
CQL4TPDN, Full Time Employee, 1965-03-04,58, 2018-01-01, , ,, Female, Married, M1, JML,35449.26, United States, Boston, Production, US3, Jewish, White, 
XC2J4XHB, Full Time Employee, 1996-04-28,26, 2022-10-13, , ,, Female, Single, M2, JML,43200.39, Denmark, Esbjerg, Production, DM1, Athiest, Danish, 
GXQC20AR, Fixed Term Contractual Employee, 1984-04-29,38, 2010-07-02, , ,, Male, Single, M1, JML,35447.63, Netherlands, Eindhoven, Sales & Marketing, NL1, Islam, Dutch, 
7QQQTKT4, Full Time Employee, 1990-07-24,32, 2012-03-04, , ,, Male, Widowed, M2, JML,43195.43, Indonesia, Bandung, Engineering, IA2, Islam, Malay, 
WYS08TIV, Fixed Term Contractual Employee, 1962-02-13,61, 2009-03-09, , ,, Male, Widowed, M3, MML,53051.82, United States, New York, Engineering, US5, Athiest, White, 
OEU0183C, Full Time Employee, 1995-07-19,27, 2018-06-04, , ,, Male, Divorced, M3, MML,53051.72, Belgium, Ghent, Production, BL2, Jewish, Belgian, 
5MU3X5LW, Full Time Employee, 1977-09-27,45, 2008-07-01, , ,, Male, Separated, M2, JML,43199.17, China, Guangzhou, Sales & Marketing, CN6, Buddhism, Han Chinese, 
W1NMJ41O, Full Time Employee, 2002-03-31,20, 2022-08-25, 2023-02-07, Medical issues,Voluntary, Male, Separated, M3, MML,53054.04, Italy, Rome, Sales & Marketing, IT1, Athiest, Italian, 
4WJV58IZ, Full Time Employee, 1984-10-24,38, 2022-05-13, , ,, Female, Married, M2, JML,43203.22, Belgium, Brussels, Production, BL2, Christianity, Belgian, 
2520LX1H, Full Time Employee, 1969-07-31,53, 2019-07-06, 2020-08-15, Childcare,Voluntary, Male, Married, M3, MML,53049.6, India, Delhi, Engineering, IN3, Islam, Indo-Aryan, 
N2DDCVN8, Full Time Employee, 1981-11-07,41, 2022-05-01, 2022-08-15, Return to school,Voluntary, Male, Married, M4, MML,61553.69, China, Chengdu, Customer Service, CN5, Buddhism, Han Chinese, 
0U3NPNGH, Full Time Employee, 2003-05-25,19, 2022-04-06, , ,, Male, Married, M1, JML,35450.77, Netherlands, Eindhoven, Sales & Marketing, NL4, Jewish, Dutch, 
3O39WSS4, Full Time Employee, 1967-05-13,55, 1989-03-31, , ,, Male, Widowed, M7, TML,106451.52, Italy, Naples, Sales & Marketing, IT1, Jewish, Italian, 
6YXIHM0C, Fixed Term Contractual Employee, 1992-06-15,30, 2011-07-20, , ,, Female, Married, EC, TML,128101.52, United Kingdom, London, Production, UK4, Islam, Asian British, 
OGEX6J2D, Full Time Employee, 1996-05-05,26, 2022-11-06, , ,, Female, Separated, M1, JML,35447.14, India, Hyderabad, R&D, IN4, Jainism, Dravidian, 
ISP9LREN, Full Time Employee, 2000-07-22,22, 2018-11-29, , ,, Female, Married, M2, JML,43198.37, India, Chennai, Stores, IN2, Islam, Dravidian, 
MLBR5NIS, Full Time Employee, 1988-08-13,34, 2012-10-02, 2014-09-24, Personal Reasons,Voluntary, Male, Divorced, N2, NML,32745.53, Belgium, Brussels, Engineering, BL1, Jewish, Belgian, 
TK9IY1OL, Full Time Employee, 2003-09-08,19, 2022-03-23, , ,, Male, Separated, M3, MML,53051.38, United Kingdom, Warwick, Engineering, UK2, Hindu, White, 
EES9RM2N, Temporary Employee, 1970-03-25,52, 2020-06-20, , ,, Male, Widowed, M3, MML,53046.25, Italy, Florence, Sales & Marketing, IT2, Jewish, Greek-Italian, 
BGE9MN1D, Full Time Employee, 1965-07-21,57, 2022-01-14, 2022-12-25, Medical issues,Voluntary, Female, Widowed, M5, SML,76551.45, Belgium, Ghent, Engineering, BL2, Christianity, Belgian, 
SDHQL81J, Full Time Employee, 1973-12-15,49, 2002-06-29, , ,, Male, Single, M3, MML,53049.67, Indonesia, Jakarta, R&D, IA3, Christianity, Javanese, 
CVQSF04P, Full Time Employee, 1975-06-16,47, 2020-10-29, , ,, Female, Single, M5, SML,76552.69, United Kingdom, Warwick, HR, UK4, Islam, White, 
I0PIYKVD, Full Time Employee, 1978-07-30,44, 2007-10-12, , ,, Male, Divorced, M7, TML,106453.49, United Kingdom, Warwick, Engineering, UK4, Hindu, White, 
EKM6MQU5, Casual Employee, 1967-02-16,56, 1987-05-10, , ,, Female, Married, M5, SML,76551, Belgium, Ghent, Sales & Marketing, BL1, Athiest, Belgian, 
7071872R, Full Time Employee, 1977-02-03,46, 2019-08-30, , ,, Female, Divorced, M3, MML,53047.12, China, Chongqing, Customer Service, CN1, Christianity, Han Chinese, 
HJXB2CR5, Full Time Employee, 1999-02-13,24, 2017-09-02, , ,, Female, Widowed, M1, JML,35450.16, United Kingdom, Warwick, Procurement, UK5, Islam, White, 
CRSKG9XU, Full Time Employee, 1985-11-29,37, 2021-06-09, , ,, Female, Single, M3, MML,53052.26, China, Peking, Production, CN1, Athiest, Han Chinese, 
4TSL3320, Full Time Employee, 1967-03-30,55, 2015-10-01, , ,, Male, Divorced, M1, JML,35452.43, Italy, Florence, Production, IT1, Athiest, Italian, 
BSK4Z5O5, Full Time Employee, 1992-11-18,30, 2011-12-29, , ,, Female, Separated, M1, JML,35450.23, United Kingdom, Warwick, Stores, UK3, Jewish, White, 
37KRAD97, Full Time Employee, 1964-12-13,58, 2002-08-28, , ,, Male, Separated, M2, JML,43203.7, China, Chengdu, R&D, CN2, Islam, Zhang, 
TM406F32, Full Time Employee, 1998-12-26,24, 2020-04-23, , ,, Male, Married, EC, TML,128095.66, India, Hyderabad, Packing, IN3, Christianity, Indo-Aryan, 
RY7A3RE0, Full Time Employee, 1986-01-22,37, 2017-01-19, , ,, Male, Single, M1, JML,35446.07, Netherlands, Eindhoven, Sales & Marketing, NL2, Jewish, Dutch, 
OG0OTV70, Full Time Employee, 1990-11-02,32, 2014-07-03, , ,, Female, Married, N1, NML,30649.82, India, Vizag, Procurement, IN1, Sikhism, Indo-Aryan, 
YVJCAHNK, Full Time Employee, 2001-09-03,21, 2021-07-12, , ,, Female, Married, M2, JML,43197.28, Italy, Nice, Sales & Marketing, IT3, Islam, Italian, 
SWMKMB5G, Full Time Employee, 1996-05-21,26, 2018-03-17, , ,, Male, Separated, EC, TML,128098.9, United Kingdom, Warwick, Customer Service, UK4, Jewish, White, 
DMTSMLMD, Full Time Employee, 1977-06-01,45, 2005-02-22, , ,, Female, Single, M1, JML,35448.73, Italy, Naples, Production, IT2, Christianity, Italian, 
LTXU77N3, Full Time Employee, 1980-01-08,43, 2016-12-06, , ,, Female, Married, M4, MML,61550.46, India, Chennai, Engineering, IN1, Buddhism, Indo-Aryan, 
JT9LWSVJ, Full Time Employee, 1988-10-16,34, 2020-11-25, , ,, Male, Married, M1, JML,35447.7, Italy, Nice, Production, IT2, Islam, Italian, 
NES8KTPM, Temporary Employee, 1981-03-01,42, 2020-10-26, , ,, Female, Divorced, M2, JML,43200.43, Italy, Rome, Procurement, IT3, Jewish, Italian, 
IOXOX9IE, Full Time Employee, 2000-10-02,22, 2019-03-23, , ,, Female, Widowed, M4, MML,61548.36, India, Delhi, Engineering, IN3, Jainism, Dravidian, 
BMPMNK15, Casual Employee, 2004-09-11,18, 2022-11-11, 2023-01-07, Relocation,Voluntary, Male, Divorced, M2, JML,43201.5, Italy, Naples, Logistics, IT3, Christianity, Italian, 
IYL6NLPJ, Full Time Employee, 1992-06-16,30, 2022-09-16, , ,, Female, Single, M2, JML,43201.68, Belgium, Brussels, Customer Service, BL3, Islam, Belgian, 
X64DX5P0, Full Time Employee, 1988-03-15,34, 2011-04-10, , ,, Female, Separated, M2, JML,43201.68, Belgium, Antwerp, Customer Service, BL1, Islam, Moroccan, 
VJLMQUUV, Full Time Employee, 1991-06-05,31, 2021-03-09, , ,, Male, Married, M5, SML,76549.48, Italy, Naples, R&D, IT3, Christianity, Italian, 
NLNQ5M08, Full Time Employee, 1972-12-05,50, 2009-09-04, , ,, Male, Separated, M3, MML,53047.19, China, Chongqing, Sales & Marketing, CN6, Athiest, Han Chinese, 
1I7MA0WA, Fixed Term Contractual Employee, 1961-01-24,62, 1991-02-14, , ,, Male, Single, M2, JML,43201.01, United States, Boston, Engineering, US2, Jewish, White, 
OI02VYNI, Temporary Employee, 1986-03-22,36, 2011-03-15, , ,, Male, Married, M2, JML,43203.59, United States, Phoenix, HR, US3, Jewish, White, 
R3NROEMG, Full Time Employee, 1996-05-18,26, 2020-09-06, , ,, Female, Widowed, M2, JML,43198.52, Italy, Nice, Customer Service, IT2, Jewish, Italian, 
42XL4SN1, Full Time Employee, 1970-06-11,52, 1999-07-25, , ,, Female, Married, M1, JML,35453.51, Italy, Naples, Sales & Marketing, IT2, Jewish, Italian, 
SVW3EP3C, Full Time Employee, 1999-04-30,23, 2022-07-08, , ,, Third gender, Married, M3, MML,53045.82, Italy, Nice, Production, IT1, Islam, Italian, 
MIMBYPTH, Full Time Employee, 1995-12-06,27, 2023-02-10, , ,, Third gender, Separated, N2, NML,32753.77, United States, Boise, Sales & Marketing, US6, Athiest, White, 
9BN7GWGB, Fixed Term Contractual Employee, 1988-09-18,34, 2008-07-28, , ,, Male, Separated, M2, JML,43200.03, United Kingdom, Jersey, Packing, UK3, Hindu, White, 
6SDSXPMV, Full Time Employee, 1988-05-25,34, 2007-11-20, , ,, Female, Separated, M4, MML,61547.79, Indonesia, Surabaya, Engineering, IA3, Hinduism, Javanese, 
WMJQ2TAX, Full Time Employee, 1978-09-25,44, 2007-06-08, , ,, Female, Married, M2, JML,43200.61, Netherlands, Eindhoven, Procurement, NL1, Christianity, Dutch, 
AZRLSQEQ, Full Time Employee, 1981-11-08,41, 2004-02-23, , ,, Female, Single, M1, JML,35449.64, Indonesia, Jakarta, Customer Service, IA1, Christianity, Javanese, Bantenese
KB4FIBHR, Full Time Employee, 1994-07-17,28, 2022-09-05, , ,, Female, Widowed, M2, JML,43199.18, Denmark, Esbjerg, Production, DM3, Jewish, Polish, Turkish
ERSKZ512, Full Time Employee, 1971-01-04,52, 2006-08-21, , ,, Male, Widowed, N1, NML,30654.54, United Kingdom, Jersey, Production, UK1, Jewish, Black British, 
0KHQCHWL, Full Time Employee, 1987-07-27,35, 2018-10-05, , ,, Male, Separated, M1, JML,35449.43, China, Shanghai, Sales & Marketing, CN3, Athiest, Han Chinese, 
4R82YHWV, Full Time Employee, 1985-08-30,37, 2004-08-13, , ,, Male, Divorced, M3, MML,53048.71, Indonesia, Surabaya, Customer Service, IA3, Hinduism, Javanese, 
